outcome,representation,eeg_id,channel,band,n,r_pearson,p_raw_parametric,permutation_exceedances,p_permutation,p_maxT_block64,p_maxT_outcome192,p_maxT_global576,q_BH_raw_block64,q_BH_raw_outcome192,q_BH_raw_global576,q_BH_permutation_block64,q_BH_permutation_outcome192,q_BH_permutation_global576,q_BY_permutation_global576
MSPSS,OC,EEG32,P4,beta,25,0.0915168781113162,0.6635095989112323,6625,0.6625337466253375,0.8851114888511149,0.9923007699230078,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG33,O1,delta,25,0.1039007999403508,0.6211306105795344,6203,0.6203379662033797,0.839016098390161,0.981001899810019,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG34,O1,theta,25,0.0747813093350404,0.7223933448728365,7235,0.7235276472352765,0.9406059394060594,0.997900209979002,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG35,O1,alpha,25,0.1487049075728577,0.4780649048956272,4743,0.4743525647435256,0.672032796720328,0.9104089591040896,0.9944005599440056,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG36,O1,beta,25,0.0857803750734942,0.683496432510796,6823,0.6823317668233176,0.905009499050095,0.9946005399460054,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG37,O2,delta,25,0.1048975740422884,0.6177677631203455,6181,0.6181381861813818,0.8349165083491651,0.9798020197980202,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG38,O2,theta,25,0.0648809317602756,0.757990191232396,7611,0.7611238876112388,0.9647035296470352,0.9997000299970004,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG39,O2,alpha,25,0.1595717957385969,0.4461115817431675,4438,0.4438556144385561,0.6335366463353664,0.8873112688731127,0.9913008699130088,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG40,O2,beta,25,0.0888465978288111,0.6727864741421795,6713,0.6713328667133287,0.8949105089491051,0.9934006599340066,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
MSPSS,OC,EEG41,F7,delta,25,0.1119450628263588,0.594207387417469,5930,0.593040695930407,0.8092190780921907,0.9725027497250276,1.0,0.7881924419155985,0.992516486086388,0.9993931686551354,0.7937238022229522,0.9818925084235762,0.9997000299970004,1.0
